OBJECTID,Plant_Name,Owner,Operator,State,County,City,ZipCode,Cap_MMcfd,Plant_Flow,BTU_Content,Dry_Stor,NGL_Stor,Longitude,Latitude,Period,Source,Loc_Source,x,y
455,Wetumka,Enable Products LLC,Enable Products LLC,OK,Hughes,Wetumka,74883,60,36,1190,,2857,-96.16917,35.14001,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10705503.0344,4182924.2593
456,Wheeler,Enable Products LLC,Enable Products LLC,TX,Wheeler,Wheeler,79096,200,200,1215,,,-100.28687,35.52995,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11163883.3017,4236134.4912
457,Wheeler,ETC Field Services LLC,ETC Field Services LLC,TX,Wheeler,Kelton,79096,60,35,1195,,,-100.12995,35.40955,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11146415.0472,4219677.5785
458,Whitetail Gas Plant,"Elkhorn Investments, LLC",Elkhorn Gas Processing,PA,Elk,Kane,16735,6,2,1150,,1214,-78.80403,41.61204,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8772424.4921,5103040.9163
459,Wiggins Gas Processing Plant,,Western Operating Company,CO,Morgan,Fort Morgan,80701,3,0.05,1400,0,762,-103.98048,40.24727,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11575054.086,4901940.2126
460,Wilcox Gas Plant,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Lavaca,Hallettsville,77964,240,135,1102,,9857,-96.67954,29.3361,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10762317.1629,3418493.9799
461,Wild Basin,Oasis Petroleum,Oasis Midstream Partners,ND,McKenzie,Watford City,58854,79,79,1500,,17143,-103.19239,47.8587,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11487324.3085,6083379.6597
462,Wildfork Plant,Gas Processors Inc,Gas Processors Inc,AL,Monroe,Frisco City,36445,9,9,1275,,2857,-87.40317,31.41873,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9729676.3781,3687249.4396
463,Willard CO2 Recovery Plant,"Oxy Usa Wtp, LP 00",OXY,TX,Yoakum,Denver City,79323,96,94,185,0,1500,-102.8263,33.02802,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11446571.3562,3899023.7406
464,Williams Mobile Bay Processing Plant,"The Williams Companies, Inc.","The Williams Companies, Inc.",AL,Mobile,Coden,36523,690,350,1135,,,-88.17722,30.40056,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9815843.23,3555142.7099
465,Willow Creek,Williams,"Williams Midstream Services, LLC",CO,Rio Blanco,Rifle,81650,495,471,,,,-108.24206,39.83514,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12049451.0016,4842014.1149
466,Wilson Creek Gas Plant,Chevron,Chevron,CO,Rio blanco,Meeker,81641,1,1,1545,,2926,-107.91925,40.1974,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12013515.9568,4894669.5107
467,Woodall Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Hemphill,Briscoe,79011,60,32,1190,,430,-100.22911,35.69436,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11157453.4879,4258646.8681
468,Woodsboro Plant,Southcross Energy GP LLC,Southcross Processing LLC,TX,Refugio,Woodsboro,78393,200,139,1206,,2000,-97.28166,28.17598,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10829344.8547,3271179.0131
469,Woodward Natural Gas Processing,ONEOK,ONEOK,OK,Woodward,Woodward,73802,70,65,1150,,65500,-99.4794,36.44198,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11073996.1524,4361608.8079
470,Worland Plant,Devon Energy Production Co LP,Devon Energy Production Co LP,WY,Washakie,"Worland,",82401,10,5,1287,,9200,-107.91144,44.1305,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12012646.5516,5485659.6187
471,Worsham-Steed Cryogenic Gas Plant,"Nortex Midstream Partners, LLC","Worsham-Steed Gas Storage, LLC",TX,Jack,Perrin,76486,60,41,950,,,-98.07189,33.09954,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10917312.8559,3908523.699
472,WPMT NGL,Occidental Permian Ltd 04,Occidental Permian Ltd,TX,Yoakum,Denver City,79323,40,11,891,,,-102.8459,32.92289,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11448753.2182,3885073.3676
473,Yellowhammer Gas Plant,"W&T Offshore, Inc.","W&T Offshore, Inc.",AL,Mobile,Coden,36523,200,60,1110,,7142,-88.12851,30.40366,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9810420.8576,3555542.817
474,Yenter Gas Plant,"Sterling Energy Investments, LLC","Sterling Energy Investments, LLC",CO,Logan,Sterling,80751,11,1,1396,,5394,-103.39068,40.69566,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11509397.8504,4967554.6937
475,Yoakum Gas Processing Plant,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,TX,Lavaca,Yoakum,77995,900,900,1250,,,-97.11031,29.34153,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10810270.26,3419187.3822
476,Yu Bench,"Rock Oil And Gas Assets, LLC","Cumberland Operating, LLC",WY,Park,Cody,82414,4,1,1115,,714,-108.76939,44.20798,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12108153.1087,5497684.1816
477,Zia II Plant,"DCP Operating Company, LP","DCP Operating Company, LP",NM,Lea,Hobbs,88240,220,180,1120,,3950,-103.81173,32.64177,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11556268.922,3847850.8851
478,Zybach,Enbridge Pipelines (Texas Gathering) L.P.,,TX,Wheeler,Briscoe,79011,164,69,1169,,952,-100.14833,35.60501,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11148461.0994,4246406.5879
