ID,SOURCE,BLM ID,USGS ID,ALASKA_QUAD_NAMES,API,WELL NAME,LAT,LONG,FIELD,STATE,COUNTY,HE,CO2,H2,N2,H2S,AR,O2,C1,C2,C3,N-C4,I-C4,N-C5,I-C5,C6+,BTU,FORMATION,AGE,DEPTH,FINAL_DRILLING_DATE,FINAL_SAMPLING_DATE,PUBLICATION DATE,SAMPLE DATE BEFORE COMPLETION
48930,BLM,13011,,,30045207650000,SUNRAY-B NO. 4,36.8438370,-107.8396871,BASIN PICTURED CLIFFS,NEW MEXICO,SAN JUAN,0.01,0.6,,6.2,,0.1,1.4,82.8,5.4,2.2,0.5,0.3,0.2,0.1,0.1,1037,PICTURED CLIFFS,CRETACEOUS,3338,5/13/1971,9/17/1971,1971,
48931,BLM,13012,,,30045207660000,SUNRAY B-5,36.8361291,-107.8388670,BASIN PICTURED CLIFFS,NEW MEXICO,SAN JUAN,0.01,0.6,,0.6,,,,89.3,5.8,2.4,0.5,0.5,0.1,0.1,0.1,1118,PICTURED CLIFFS,CRETACEOUS,3223,5/5/1971,9/17/1971,1971,
48932,BLM,13039,,,23091200250000,W. E. WALKER NO. 4,31.1536998,-89.7944738,HUB,MISSISSIPPI,MARION,0.03,2.3,,1.2,,,,95.5,0.5,0.2,0.1,0.1,0.1,,0.1,998,PALUXY,CRETACEOUS,11704,3/12/1971,9/22/1971,1971,
48933,BLM,13043,,,42211300680000,HUMPHREYS NO. 1,35.908158,-100.199594,MATHERS,TEXAS,HEMPHILL,0.11,0.2,,1.4,,,,81.2,9.2,4.9,1.2,0.8,0.2,0.6,0.3,1235,DOUGLAS,PENNSYLVANIAN,7228,03/00/1971,10/1/1971,1971,
48934,BLM,13044,,,42708300210000,FED. NO. A6UT,29.4487816,-94.1576639,HIGH ISLAND BLK. 52-L,TEXAS,OFFSHORE-OCS,,0.4,,0.3,,,,92.6,3.4,1.4,0.4,0.6,0.2,0.1,0.5,1111,FRIO M-54C,OLIGOCENE,8530,10/29/1969,9/28/1971,1971,
48935,BLM,13045,,,42708300210000,FED. NO. A-6,29.4487816,-94.1576639,HIGH ISLAND BLK. 52-L,TEXAS,OFFSHORE-OCS,,0.4,,0.3,,,,93.2,3.4,1.2,0.4,0.4,0.2,0.1,0.4,1100,FRIO M-56C,OLIGOCENE,9728,10/29/1969,9/28/1971,1971,
48936,BLM,13046,,,23127200120000,COX H NO. 1,31.9113877,-89.9223039,MERIT,MISSISSIPPI,SIMPSON,0.05,3,,3.7,,,0.3,91.9,0.5,0.2,0.1,0.1,0.1,,0.1,961,RODESSA U,CRETACEOUS,13204,10/1/1970,9/28/1971,1971,
48937,BLM,13047,,,23127200120000,COX H NO. 1,31.9113877,-89.9223039,MERIT,MISSISSIPPI,SIMPSON,0.05,2.7,,3.7,,,,92.5,0.4,0.2,0.2,0.1,0.1,,0.2,974,RODESSA L,CRETACEOUS,13276,10/1/1970,9/28/1971,1971,
48938,BLM,13048,,,42039006310003,R. O. SURFACE NO. 6,29.5058,-95.2303,HASTINGS E,TEXAS,BRAZORIA,,0.7,,0.5,,,,97.7,0.9,0.1,,,,,0.1,1014,HASTINGS M-12,MIOCENE,4570,2/21/1970,10/1/1971,1971,
48939,BLM,13049,,,42039005900000,H. G. WILLIAMS NO. 5,29.5043,-95.2399,HASTINGS,TEXAS,BRAZORIA,0.01,0.3,,0.4,,,,99.1,0.1,0.1,,,,,,1008,HASTINGS M-6,MIOCENE,3301,3/17/1970,10/1/1971,1971,
48940,BLM,13051,,,42157010020002,ROBINSON UNIT NO. 1,29.7419,-95.8189,FULSHEAR,TEXAS,FORT BEND,,0.6,,0.4,,,,90.8,4.5,2.1,0.4,0.5,0.2,0.2,0.2,1116,IIID SAND,EOCENE,7421,5/28/1970,9/29/1971,1971,
48941,BLM,13052,,,42481301350000,HOUSTON BANK & TRUST NO. 1,29.1633,-96.4569,MENEFEE N,TEXAS,WHARTON,0.01,0.2,,0.3,,,,97.6,1.6,0.1,,,,,0.1,1025,FRIO,OLIGOCENE,4998,10/22/1970,9/29/1971,1971,
48942,BLM,13053,,,35007351810001,U.S.A. NO. 1,36.7133024,-100.5471173,SIX MILE S,OKLAHOMA,BEAVER,0.09,,,4.2,,,,74.7,8.7,7.6,2.2,1,0.5,0.4,0.4,1284,MARMATON,PENNSYLVANIAN,6114,4/15/1969,10/5/1971,1971,
48943,BLM,13073,,,42389300370000,T. A. KIRK G.U. NO. 1,31.4935,-103.6389,SAND LAKE,TEXAS,REEVES,0.01,1.5,,0.3,,,,97.6,0.5,0.1,,,,,,1000,ATOKA,PENNSYLVANIAN,14590,2/1/1971,10/7/1971,1971,
48944,BLM,13074,,,42237200450001,RIDDLE NO. 1,33.464526,-98.127507,JACK COUNTY REGULAR,TEXAS,JACK,0.11,0.1,,7.3,,,0.9,73.1,9.5,6.3,1.3,0.8,0.3,0.1,0.2,1176,BEND CONGLOMERATE,PENNSYLVANIAN,5680,7/10/1970,10/9/1971,1971,
48945,BLM,13075,,,23065200270001,GWINVILLE GAS UNIT NO. 3,31.7285340,-89.9130127,GWINVILLE,MISSISSIPPI,JEFFERSON DAVIS,0.04,1.7,,1.7,,,,95.8,0.3,0.1,0.1,0.1,,,0.1,990,PALUXY,CRETACEOUS,12256,2/24/1971,10/6/1971,1980,
48946,BLM,13076,,,23065200270001,GWINVILLE GAS UNIT NO. 3,31.7285340,-89.9130127,GWINVILLE,MISSISSIPPI,JEFFERSON DAVIS,0.04,1.5,,1.8,,,,95.9,0.3,0.1,,0.1,0.1,,0.1,992,PALUXY,CRETACEOUS,11116,2/24/1971,10/6/1971,1980,
48947,BLM,13078,,,05103073550000,GOVT. NO. 23-1,39.8678986,-108.3632204,SULPHUR CREEK,COLORADO,RIO BLANCO,,0.8,,4.2,,,1,88.9,3.4,1,0.2,0.2,0.1,0.1,0.1,1015,WASATCH,EOCENE,4688,7/22/1971,10/2/1971,1971,
48948,BLM,13079,,,35017201660000,THOMAS NO. 2,35.4313446,-98.1536826,WATONGA-CHICKASHA TREND,OKLAHOMA,CANADIAN,0.02,0.7,,0.3,,,,97.6,1.1,0.2,0.1,,,,,1017,MORROW,PENNSYLVANIAN,11339,9/15/1971,10/11/1971,1971,
48949,BLM,13080,,,21079285700000,UNIT NO. 1-4,44.6752596,-85.2923440,BOARDMAN S,MICHIGAN,KALKASKA,0.02,0.4,,8.8,,0.1,2,76.7,6.2,3.2,0.7,1.3,0.2,0.2,0.2,1066,NIAGARAN,SILURIAN,6925,10/9/1971,10/12/1971,1980,
48950,BLM,13081,,,42245033660000,KEITH & DOWLEN NO. 24U,30.0956,-94.1748,BEAUMONT W,TEXAS,JEFFERSON,0.02,0.1,,0.6,,,,92.8,2.1,1.8,0.6,0.8,0.3,0.4,0.5,1131,NODOSARIA,OLIGOCENE,7257,10/20/1970,10/00/1971,1971,
48951,BLM,13082,,,21137279170000,CHESTER N NO. 1,44.9065885,-84.5357407,CHESTER,MICHIGAN,OTSEGO,0.02,0.1,,3.6,,,0.7,82.2,7.2,3.6,0.7,1.3,0.2,0.2,0.2,1150,SALINA & NIAGARAN,SILURIAN,6352,5/18/1970,10/13/1971,1980,
48952,BLM,13083,,,49037202610000,FED. A NO. 1,41.4337451,-108.6257149,ANTELOPE,WYOMING,SWEETWATER,0.04,0.1,,1.5,,,0.1,98.3,,,,,,,,996,ALMOND,CRETACEOUS,5963,6/16/1971,10/10/1971,1971,
48953,BLM,13084,,,35093205950000,MCGEE NO. 1,36.2788564,-98.5431493,OKEENE NW,OKLAHOMA,MAJOR,0.1,0.2,,1.9,,,,92.2,3.3,1.8,0.3,0.2,,,,1057,RED FORK,PENNSYLVANIAN,7036,8/9/1971,10/00/1971,1971,
48954,BLM,13085,,,35093205950000,MCGEE NO. 1,36.2788564,-98.5431493,OKEENE NW,OKLAHOMA,MAJOR,0.05,0.1,,1,,,,89.6,5,2.5,0.6,0.4,0.1,0.2,0.2,1119,CHESTER,MISSISSIPPIAN,7186,8/9/1971,10/00/1971,1971,
48955,BLM,13086,,,34099040010000,J & C CENTOFANTI NO. 1,41.0186780,-80.8153285,CANFIELD,OHIO,MAHONING,0.1,,,3.5,,,,87.8,5.6,1.9,0.6,0.2,0.1,0.1,0.1,1080,CLINTON,SILURIAN,5362,6/7/1971,10/16/1971,1971,
48956,BLM,13089,,,1518920097,GENTZLER A NO. 1,37.1936464,-101.3815781,GENTZLER,KANSAS,STEVENS,0.3,0.2,,5,,,,86.3,4.2,2.3,0.7,0.4,0.2,0.1,0.2,1069,MORROW,PENNSYLVANIAN,5990,7/7/1971,10/21/1971,1971,
48957,BLM,13090,,,15119200760000,ROBERTS NO. 1,37.2394723,-100.4924270,ANGELL,KANSAS,MEADE,0.2,,,13.1,,0.1,2,76,4.4,2.4,0.7,0.5,0.1,0.1,0.2,974,MARMATON,PENNSYLVANIAN,5221,8/30/1971,10/19/1971,1971,
48958,BLM,13092,,,42371302250000,NEAL ESTATE NO. 1,31.1056,-102.9291,PETCO,TEXAS,PECOS,0.03,0.4,,0.7,,0.2,,96.1,1.6,0.5,0.2,0.1,0.1,0.1,0.1,1039,ELLENBURGER,ORDOVICIAN,13717,5/17/1970,10/21/1971,1980,
48959,BLM,13095,,,35151202900001,HEPNER NO. 1-34,36.4252787,-98.6868788,CHEYENNE VALLEY,OKLAHOMA,WOODS,0.04,0.3,,1.2,,,0.3,88.7,5.4,2.3,0.8,0.4,0.2,0.2,0.1,1118,HUNTON,DEVONIAN,7016,6/21/1971,10/19/1971,1971,
48960,BLM,13096,,,42199302090000,STERNENBERG NO. 4,30.4549,-94.3140,DORSEY,TEXAS,HARDIN,0.01,0.2,,1.1,,,,88.9,5.6,2.5,0.6,0.6,0.1,0.2,0.2,1129,YEGUA,EOCENE,7361,6/20/1970,10/23/1971,1971,
48961,BLM,13097,,,35153202460000,LUCAS NO. 1,36.7450421,-99.2874684,LOVEDALE,OKLAHOMA,WOODWARD,0.07,0.3,,0.6,,,,94.4,3.1,1,0.2,0.2,,0.1,0.1,1061,MORROW,PENNSYLVANIAN,5950,2/9/1971,10/28/1971,1971,
48962,BLM,13098,,,35153202770000,WALKER NO. 1,36.7437366,-99.2725208,LOVEDALE,OKLAHOMA,WOODWARD,0.06,0.3,,0.4,,,,94.4,3.3,0.9,0.3,0.1,,0.2,,1061,MORROW,PENNSYLVANIAN,5960,9/22/1971,10/28/1971,1971,
48963,BLM,13099,,,35051202060000,ENGELKE NO. 1,35.2854439,-97.7128870,TUTTLE E,OKLAHOMA,GRADY,0.08,0.3,,3.8,,,0.1,85.1,5.5,3,0.8,0.6,0.4,0.1,0.3,1126,BERRY,PENNSYLVANIAN,8815,10/12/1971,11/2/1971,1971,
48964,BLM,13100,,,35153202770000,GILBERT WALKER UNIT NO. 1,36.7437366,-99.2725208,LOVEDALE,OKLAHOMA,WOODWARD,0.07,0.3,,2.9,,,,94.6,1.5,0.3,0.1,0.1,,,0.1,1005,MORROW,PENNSYLVANIAN,5962,9/22/1971,11/3/1971,1971,
48965,BLM,13101,,,25101211760000,JOHNSON NO. 1,48.9121442,-111.2862299,TRAIL CREEK,MONTANA,TOOLE,0.06,0.4,,1.6,,,0.2,93.1,3.1,1,0.2,0.1,,0.2,0.1,1048,SUNBURST,CRETACEOUS,2353,6/19/1970,11/5/1971,1971,
48966,BLM,13103,,,35017201630000,BESSIE HAMBY UNIT NO. 1-4,35.4529980,-98.1625701,WATONGA-CHICKASHA TREND,OKLAHOMA,CANADIAN,0.02,0.7,,0.3,,0.1,,97.3,1.3,0.3,,,,,,1017,MORROW,PENNSYLVANIAN,11084,7/29/1971,11/11/1971,1971,
48967,BLM,13104,,,42245300660000,PAN AMERICAN FEE NO. 1,29.9446,-93.9608,GOLDEN TRIANGLE,TEXAS,JEFFERSON,,0.7,,0.4,,0.1,,97.3,1.2,0.3,,,,,,1015,HACKBERRY,OLIGOCENE,10952,3/25/1970,9/25/1971,1971,
48968,BLM,13106,,,12199020050001,BELLE GENT A NO. 1,37.7803033,-88.7726006,CORINTH S,ILLINOIS,WILLIAMSON,0.15,,,2.9,,,0.2,96.1,0.6,,,,,,,984,HARDINSBURG,MISSISSIPPIAN,2227,11/12/1970,11/22/1971,1971,
48969,BLM,13107,,,35153202380000,BLAKSLEY NO. 1,36.3931446,-99.0285859,CEDARDALE NE,OKLAHOMA,WOODWARD,0.08,0.4,,1.1,,,,94,2.5,1,0.3,0.2,0.1,0.1,0.1,1053,CHESTER,MISSISSIPPIAN,7085,11/30/1970,11/30/1971,1971,
48970,BLM,13108,,,42475303140000,QUITO NO. 1,31.5514,-103.3681,QUITO,TEXAS,WARD,0.01,4.9,,0.7,,,0.1,93.7,0.4,0.1,,,,,,959,FUSSELMAN,SILURIAN,14655,6/11/1971,11/30/1971,1980,
48971,BLM,13109,,,42131301090000,DRISCOLL ESTATE NO. 2,27.9550,-98.3792,STRAKE N,TEXAS,DUVAL,0.01,0.2,,0.8,,,0.1,98.7,0.1,,,,,,,1002,COLE,EOCENE,2489,12/18/1969,12/10/1971,1971,
48972,BLM,13110,,,42409300450001,GLADYS HOSKINSON ET AL. NO.1,27.9174,-97.3613,MIDWAY S,TEXAS,SAN PATRICIO,0.01,0.6,,0.9,,,,88.8,5,2.7,0.7,0.6,0.2,0.2,0.2,1134,FRIO,OLIGOCENE,,8/1/1970,12/9/1971,1971,
48973,BLM,13111,,,42261300140000,"JOHN F. KENNEDY, JR. NO. 7",27.1493,-97.7009,EL PAISTLE DEEP,TEXAS,KENEDY,,0.1,,0.6,,,,89.4,5.6,2.1,0.5,0.8,0.2,,0.5,1146,FRIO C,OLIGOCENE,13622,6/23/1970,12/10/1971,1971,
48974,BLM,13112,,,35153201540000,JOHN F. GADEN NO. 1-26,36.1748590,-98.9755024,SEILING NE,OKLAHOMA,WOODWARD,0.13,0.1,,1.3,,,,79.7,9.7,5.7,1.4,0.9,0.5,0.1,0.3,1251,COTTAGE GROVE,PENNSYLVANIAN,7042,5/18/1969,12/00/1971,1971,
48975,BLM,13114,,,42239301010100,WEST RANCH UNIT 2 NO.1,28.7597,-96.6068,WEST RANCH S,TEXAS,JACKSON,0.01,,,0.7,,,,99.1,0.1,0.1,,,,,,1008,E,MIOCENE,3820,12/16/1971,12/20/1971,1971,
48976,BLM,13115,,,42239301010100,WEST RANCH UNIT 2 NO. 1,28.7597,-96.6068,WEST RANCH S,TEXAS,JACKSON,0.01,,,0.7,,,,99.2,0.1,,,,,,,1007,D,MIOCENE,3759,12/16/1971,12/16/1971,1971,
48977,BLM,13116,,,1506720101,LUCAS NO. 2,37.4018619,-101.4810628,PANOMA,KANSAS,GRANT,0.44,,,17.5,,,0.2,70.8,5.7,3.5,0.9,0.6,0.3,0.1,0.2,988,COUNCIL GROVE,PERMIAN,2751,11/7/1971,12/15/1971,1971,
48978,BLM,13117,,,42057013930000,MAUDE B. TRAYLOR NO. 5,28.6959,-96.5198,MAUDE B. TRAYLOR,TEXAS,CALHOUN,,0.5,,0.6,,,,89,5.4,2.4,0.5,0.8,0.2,0.1,0.3,1136,FRIO 35A,OLIGOCENE,8714,9/22/1970,12/16/1971,1971,
48979,BLM,13120,,,42249031730002,P. CANALES NO. 57,27.3740,-98.0779,SEELIGSON,TEXAS,JIM WELLS,0.01,0.6,,0.7,,,,89.8,5.1,2,0.6,0.4,0.2,0.2,0.3,1119,"SEG 2,22-G-4",OLIGOCENE,7400,9/4/1970,12/21/1971,1971,
48980,BLM,13121,,,0512307327,HART NO. 1,40.1138981,-104.8724714,WATTENBURG,COLORADO,WELD,0.03,2.3,,0.6,,,,83.8,9.7,2.3,0.4,0.5,0.1,0.1,0.2,1131,MUDDY,CRETACEOUS,8100,9/15/1971,12/18/1971,1971,
48981,BLM,13122,,,42435300190001,ESPY NO. 41-1,30.3884,-100.5802,SAWYER,TEXAS,SUTTON,0.08,0.5,,1.7,,,,86,7.1,3,0.7,0.5,0.1,0.2,0.2,1140,CANYON,PENNSYLVANIAN,5365,12/7/1971,12/23/1971,1971,
48982,BLM,13124,,,35073210780000,TEDERS NO. 1,35.9239737,-98.1875912,ALTONA,OKLAHOMA,KINGFISHER,,0.7,,2.2,,,,68.6,11.4,9.7,3.2,2,0.9,0.6,0.5,1420,CHESTER & MANNING,MISSISSIPPIAN,8174,10/6/1971,12/21/1971,1972,
48983,BLM,13126,,,42007000410001,ST. CHARLES NO. 9,28.2024,-96.9076,ST. CHARLES,TEXAS,ARANSAS,,0.4,,0.3,,,,89.6,5,2.2,0.6,0.8,0.3,0.1,0.5,1152,FRIO P,OLIGOCENE,9994,5/20/1970,12/00/1971,1972,
48984,BLM,13127,,,42215300890000,W. L. GOLDSTON NO. B-18,26.6361,-98.1658,LOS INDIOS,TEXAS,HIDALGO,0.01,0.1,,1.4,,,0.2,93.9,2.8,0.8,0.2,0.3,0.1,,0.3,1062,FRIO UF-50,OLIGOCENE,4216,3/6/1971,12/21/1971,1972,
48985,BLM,13128,,,42007300520000,ST. CHARLES NO. 50,28.2763,-96.8472,HEADQUARTERS,TEXAS,ARANSAS,,0.5,,0.4,,,,89.6,5,2,0.5,0.7,0.4,0.1,0.7,1154,FRIO J,OLIGOCENE,9503,4/19/1970,12/00/1971,1972,
48986,BLM,13129,,,42057300330000,STATE G.U. NO. 18,28.5693,-96.4886,KELLER'S BAY,TEXAS,CALHOUN,0.01,0.4,,0.6,,,,91.9,4,1.6,0.5,0.5,0.3,0.1,0.3,1114,MELBOURNE,OLIGOCENE,8258,2/10/1970,12/27/1971,1972,
48987,BLM,13130,,,42057300330000,STATE G.U. NO. 18,28.5693,-96.4886,KELLER'S BAY,TEXAS,CALHOUN,,0.4,,0.7,,,,91.9,3.8,1.6,0.4,0.6,0.1,0.2,0.2,1101,FOESTER,,8727,2/10/1970,12/27/1971,1972,
48988,BLM,13131,,,35121201610000,MURRIN NO. 1-23,35.0689114,-95.8001554,REAMS NW,OKLAHOMA,PITTSBURG,0.06,3.5,0.1,0.7,,,,94.9,0.6,0.1,,,,,,975,CROMWELL,PENNSYLVANIAN,7096,11/15/1971,1/3/1972,1972,
48989,BLM,13132,,,42255301120000,ATKINSON GU NO. 2-2,28.7745,-98.0860,ATKINSON,TEXAS,KARNES,,0.6,,1.1,,,0.1,90.5,4.2,2.1,0.4,0.6,0.1,0.1,0.2,1103,CARIZZO,EOCENE,4250,6/22/1971,01/00/1972,1972,
48990,BLM,13133,,,30025234750000,PIPELINE FED. NO. 1,32.6836420,-103.5709725,LA RICA,NEW MEXICO,LEA,0.02,0.5,,0.5,,,,85.1,8.7,3.4,0.8,0.5,0.1,0.1,0.2,1169,MORROW,PENNSYLVANIAN,13431,8/7/1970,1/5/1972,1972,
48991,BLM,13134,,,42167014490001,HORTON SAYKO ET AL. NO. 1,29.3596,-95.0963,ALTA LOMA W,TEXAS,GALVESTON,0.05,1.1,,0.5,,,,92.8,3.2,1.1,0.3,0.5,0.1,0.1,0.2,1075,RYCADE,EOCENE,10466,9/7/1971,1/12/1972,1972,
48992,BLM,13135,,,42233301190000,FISCHER NO. 1,36.0248,-101.5350,PANHANDLE W,TEXAS,HUTCHINSON,0.91,0.3,0.1,18.3,,0.1,,68.1,7.6,3.7,0.5,0.3,,0.1,,957,WICHITA-ALBANY,PERMIAN,3012,1/29/1971,1/11/1972,1972,
48993,BLM,13139,,,30045207740000,SNAKE EYES NO. 1,36.0432638,-107.7085204,SNAKE EYES,NEW MEXICO,SAN JUAN,0.08,0.3,,1.3,,,0.1,87,8.2,1.8,0.3,0.3,0.2,0.1,0.2,1122,DAKOTA,CRETACEOUS,4597,8/11/1971,01/00/1972,1972,
48994,BLM,13140,,,43013300560000,UTE TRIBAL D NO. 1,40.2217353,-110.5277726,BLACK CEDAR,UTAH,DUCHESNE,,0.4,,,,,,68.9,13,8.7,3.5,1.8,1.3,1.1,1,1497,GREEN RIVER,EOCENE,8786,6/1/1971,1/26/1972,1972,
48995,BLM,13142,,,42355301280000,J. O. CHAPMAN NO. 43,27.6232,-97.5327,CHAPMAN,TEXAS,NUECES,0.01,,,2.1,,,0.2,97.4,0.2,,,,,,,990,FRIO L-24,OLIGOCENE,3170,4/2/1970,2/3/1972,1972,
48996,BLM,13143,,,42355007340001,E. C. WILSON NO. 5,27.9030,-97.7243,RIVERSIDE-AGUA DULCE,TEXAS,NUECES,0.01,0.1,,0.5,,,0.1,94.8,3.6,0.5,0.1,,,0.2,0.1,1059,FRIO,OLIGOCENE,4660,5/23/1970,2/2/1972,1972,
48997,BLM,13144,,,15035203750,WALKER NO. 1,37.2736625,-96.5645712,LAYT,KANSAS,COWLEY,0.87,0.1,,37.3,,,0.1,54.2,3.9,2.5,0.5,0.3,0.1,0.1,,719,LAYTON,PENNSYLVANIAN,1950,10/20/1971,2/10/1972,1980,
48998,BLM,13145,,,25041214160000,GRANT NO. 12-22,48.6874697,-109.7621660,WILDCAT,MONTANA,HILL,0.09,0.1,,3,,,,96.4,0.2,0.1,,,,,,983,EAGLE,CRETACEOUS,602,12/13/1971,2/7/1972,1972,
48999,BLM,13146,,,42249300560000,H. C. TIJERINA NO. 82,27.3587,-98.1023,T. C. B.,TEXAS,JIM WELLS,,0.2,,0.3,,,,90.6,4.8,2.1,0.7,0.7,0.2,0.3,0.2,1137,TIJERINA 2-A,OLIGOCENE,7188,9/4/1970,2/4/1972,1972,
49000,BLM,13147,,,42215300420000,A. E. GUERRA NO. 5U,26.5440,-98.2288,SANTELLANA S,TEXAS,HIDALGO,0.01,0.1,,1.7,,,0.2,92.9,2.6,0.9,0.4,0.4,0.3,,0.5,1080,LF-3 SAND,OLIGOCENE,7000,2/9/1970,2/10/1972,1972,
49001,BLM,13148,,,42215300420000,A. E. GUERRA NO. 5L,26.5440,-98.2288,SANTELLANA S,TEXAS,HIDALGO,0.01,0.1,,0.6,,,,92.3,4.3,1.4,0.4,0.6,0.1,0.1,0.2,1105,S-8,OLIGOCENE,8500,2/9/1970,2/10/1972,1972,
49002,BLM,13149,,,42261300080000,YTURRIA L & C CO. NO. 35-H,26.6050,-97.7063,RAYMONDVILLE,TEXAS,KENEDY,0.01,0.1,,4.1,,,0.7,93.8,1,0.1,,,0.1,,,975,F-14 SAND,OLIGOCENE,7900,1/22/1971,2/10/1972,1972,
49003,BLM,13152,,,49037202690000,STAGE STOP UNIT NO. 15,41.5097675,-108.5438801,STAGE STOP,WYOMING,SWEETWATER,0.01,1.1,,0.3,,,0.1,90.6,4.9,1.4,0.4,0.2,0.2,0.2,0.3,1098,ALMOND,CRETACEOUS,5450,6/27/1971,2/20/1972,1972,
49004,BLM,13153,,,1504710077,JENSEN,38.0827199,-99.5681818,GRONER,KANSAS,EDWARDS,2.68,0.3,,32.9,,0.1,,57.3,3.7,1.7,0.5,0.3,0.1,0.1,0.1,735,OSAGE,MISSISSIPPIAN,4496,1/29/1964,2/20/1972,1972,
49005,BLM,13154,,,15081200280000,LEMON NO. 1,37.5384821,-100.9457511,LEMON NE,KANSAS,HASKELL,0.27,0.1,,13.7,,,,71.7,7.2,4.7,1.1,0.6,0.2,0.3,0.1,1061,CHEROKEE,PENNSYLVANIAN,5080,8/30/1971,2/29/1972,1972,
49006,BLM,13155,,,35045202010001,CLEM NO. 1,36.1484989,-99.4488516,VICI W,OKLAHOMA,ELLIS,0.03,0.9,,0.7,,,,97.5,0.5,0.1,0.1,,,,0.1,1008,MORROW,PENNSYLVANIAN,10386,3/21/1971,02/00/1972,1972,
49007,BLM,13156,,,35011202370001,ANDY PAYNE NO. 1-21,35.5932827,-98.4746623,ELM GROVE,OKLAHOMA,BLAINE,0.03,1,,0.8,,,0.2,96.4,1.4,0.2,,,,,,1007,MORROW,PENNSYLVANIAN,11895,8/21/1971,3/2/1972,1972,
49008,BLM,13158,,,47093000380000,MULLENAX NO. A-1,39.1471700,-79.6378200,LEADMINE,WEST VIRGINIA,TUCKER,0.41,0.3,0.1,17.1,,,0.4,79,1.8,0.2,0.1,,0.1,,0.3,869,TUSCARORA,SILURIAN,5455,12/11/1971,2/29/1972,1980,
49009,BLM,13159,,,42137001340001,JOE PETERSON NO. 1,30.1149,-100.0103,LULA,TEXAS,EDWARDS,0.22,0.1,,8,,,,84.1,4.6,2,0.4,0.3,0.1,,0.2,1028,ELLENBURGER,ORDOVICIAN,4100,7/20/1971,2/26/1972,1972,
49010,BLM,13162,,,49037203120000,GOVT. UNION NO. 2,41.6363482,-108.3613372,ROBIN,WYOMING,SWEETWATER,0.01,2.5,,0.1,,,,88.6,5.4,1.9,0.5,0.4,0.2,0.1,0.2,1101,MESAVERDE & ERICSON,CRETACEOUS,7018,4/17/1972,2/29/1972,1972,YES
49011,BLM,13165,,,42357300830000,JINES NO. 1,36.1477,-100.8696,PAN PETRO,TEXAS,OCHILTREE,0.08,0.5,,0.9,,,,92.7,3.6,1.3,0.4,0.2,0.1,0.1,0.1,1075,MORROW U,PENNSYLVANIAN,8610,1/7/1971,3/2/1972,1972,
49012,BLM,13167,,,35011202560000,SHORT UNIT NO. 1,35.9957518,-98.4271138,CARLETON NE,OKLAHOMA,BLAINE,0.03,0.7,,3.4,,,,89.7,3.8,1.3,0.2,0.3,0.1,0.1,0.3,1059,MORROW,PENNSYLVANIAN,8147,04/00/1971,3/14/1972,1972,
49013,BLM,13170,,,35137206810000,MAYBERRY NO. 1,34.5414744,-97.9073075,HOPE SW,OKLAHOMA,STEPHENS,0.03,0.2,,0.8,,,,82.9,7,4.1,1.4,0.9,0.5,0.8,1,1271,SPRINGER,PENNSYLVANIAN,12137,1/2/1972,3/26/1972,1972,
49014,BLM,13171,,,35137207330000,JACKSON NO. 1,34.5451420,-97.9731559,STAGE STAND SE,OKLAHOMA,STEPHENS,0.04,0.4,,12.1,,0.1,2.4,72,5.9,3.6,1.2,0.7,0.3,0.4,0.6,1064,DEESE,PENNSYLVANIAN,9138,3/10/1972,3/26/1972,1972,
49015,BLM,13172,,,42393300240000,TEPE NO. 1,35.6858,-100.5434,LOCKE,TEXAS,ROBERTS,0.04,0.1,,1,,,,87.5,6.6,2.8,0.7,0.5,0.2,0.2,0.3,1154,WICHITA-ALBANY,PERMIAN,4346,1/8/1972,3/24/1972,1972,
49016,BLM,13173,,,35129201220000,BETTY HOLLIS NO. 1-29,35.6591028,-99.9897604,REYDON W,OKLAHOMA,ROGER MILLS,0.02,1.5,,0.3,,,,97.1,0.6,0.1,,,0.1,,0.1,1010,MORROW,PENNSYLVANIAN,15076,12/7/1971,3/31/1972,1972,
49017,BLM,13177,,,03131100480000,A. E. WILSON NO. 2,35.3711307,-94.1058337,EWING,ARKANSAS,SEBASTIAN,0.09,0.7,,0.3,,,,97.6,1,0.1,,,,,,1009,DUNN C,PENNSYLVANIAN,,6/4/1971,4/3/1972,1972,
49018,BLM,13178,,,03131100480000,A. E. WILSON NO. 2,35.3711307,-94.1058337,EWING,ARKANSAS,SEBASTIAN,0.09,0.5,,0.3,,,,98,0.9,0.1,,,,,,1011,DUNN A,PENNSYLVANIAN,,6/4/1971,4/3/1972,1972,
49019,BLM,13179,,,23053200070000,PAT BARRETT NO. 1,33.2405832,-90.3860888,FOMOSLA,MISSISSIPPI,HUMPHREYS,0.04,30.1,,3.5,,,0.1,57.8,4.2,1.7,0.7,0.8,0.3,0.3,0.3,800,SMACKOVER,JURASSIC,9384,12/19/1971,12/19/1971,1972,
49020,BLM,13182,,,25015210820000,FED. NO. 10-29,47.9781325,-109.5625769,SHERARD,MONTANA,CHOUTEAU,0.11,,,8,,,,91.3,0.4,0.1,,,,,,935,EAGLE,CRETACEOUS,1426,10/4/1971,4/7/1972,1972,
